0.0017431271000000002,0.0025559231,0.012563601499999999,10000
0.001496844,0.0011177444,0.015582611699999999,40000
0.0039685457,0.0024373043,0.042263070599999994,90000
0.007526814400000001,0.0060355032,0.11237803310000001,160000
0.0122575408,0.0080759383,0.17447016040000002,250000
0.0186329748,0.013071771,0.2855945002,360000
0.0282393347,0.0208813734,0.4772569098,490000
0.0340814532,0.0184744554,0.6572641524,640000
0.0428220306,0.026285609300000002,0.9461826407,810000
0.049982391800000005,0.045647773,1.1985434956999999,1000000
0.06855190010000001,0.0444758425,1.5278297896,1210000
0.0849277821,0.0461078451,2.0015951466,1440000
0.0951298996,0.0665133095,2.3050493166,1690000
0.10850254990000001,0.10892386270000001,2.7996402796999997,1960000
0.1381725986,0.0787387364,3.3309937948,2250000
0.1512925254,0.0718569773,4.1788985439,2560000
0.1643612812,0.0987952533,4.3570928695,2890000
0.1836381697,0.07469940589999999,5.1601772491,3240000
0.20965773589999998,0.1372475364,6.2831872895,3610000
